Interaction,Gene 1, Gene 2,Mechismo Score
HIST1H2BH	H2AFJ,HIST1H2BH,H2AFJ,2.743030
UBC	TRIM21,UBC,TRIM21,7.143300
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
PSMD4	UBA52,PSMD4,UBA52,7.230000
HLA-C	B2M,HLA-C,B2M,3.657490
PIK3R2	KIT,PIK3R2,KIT,1.260000
CREBBP	NCOA3,CREBBP,NCOA3,5.070000
CUL3	KLHL13,CUL3,KLHL13,2.890000
HLA-DRA	HLA-DRB1,HLA-DRA,HLA-DRB1,2.800000
HLA-DRA	HLA-DRB1,HLA-DRA,HLA-DRB1,2.800000
HLA-DRA	HLA-DRB4,HLA-DRA,HLA-DRB4,2.800000
EIF2B2	EIF2B1,EIF2B2,EIF2B1,1.960000
FYN	CD2AP,FYN,CD2AP,4.480000
RAC1	ARHGEF7,RAC1,ARHGEF7,4.054650
NPR2	NPPC,NPR2,NPPC,1.960000
GNAI3	RGS1,GNAI3,RGS1,3.960000
YWHAQ	YWHAH,YWHAQ,YWHAH,1.180000
ERBB3	ERBB4,ERBB3,ERBB4,1.950000
PLXNC1	SEMA7A,PLXNC1,SEMA7A,1.290000
PLCG1	RAC1,PLCG1,RAC1,5.530230
PFN1	ACTG1,PFN1,ACTG1,7.284170
TNFRSF10A	TNFSF10,TNFRSF10A,TNFSF10,2.960000
ISG15	UBA52,ISG15,UBA52,6.190000
RPS27A	HECW1,RPS27A,HECW1,2.330000
ADCY5	GNAS,ADCY5,GNAS,2.200000
ADCY5	GNAI1,ADCY5,GNAI1,1.290000
CD8A	HLA-B,CD8A,HLA-B,1.880000
LILRA1	HLA-C,LILRA1,HLA-C,3.130000
GRIA1	GRIA3,GRIA1,GRIA3,2.880000
GRIA1	GRIA2,GRIA1,GRIA2,2.880000
RAPGEF3	RAP1B,RAPGEF3,RAP1B,2.880980
GNG10	GNB2,GNG10,GNB2,1.490000
CDK9	CCNH,CDK9,CCNH,2.680000
GNG10	GNB1,GNG10,GNB1,2.080000
FOS	JUN,FOS,JUN,3.250000
ARNTL	CLOCK,ARNTL,CLOCK,1.100000
IFNL1	IFNLR1,IFNL1,IFNLR1,1.530000
CENPA	H2AFJ,CENPA,H2AFJ,2.160000
MYH11	ACTA2,MYH11,ACTA2,3.150000
HLA-DRB1	HLA-DPA1,HLA-DRB1,HLA-DPA1,1.780000
RHOC	ARHGAP20,RHOC,ARHGAP20,8.454330
CKS1B	SKP2,CKS1B,SKP2,1.170000
HLA-G	LILRB2,HLA-G,LILRB2,1.680000
UBC	USP15,UBC,USP15,3.473600
CUL3	KBTBD7,CUL3,KBTBD7,2.120000
SKP1	FBXW11,SKP1,FBXW11,1.250000
UBA52	ITCH,UBA52,ITCH,6.190000
NRG1	ERBB4,NRG1,ERBB4,3.500000
GNAI2	GNB3,GNAI2,GNB3,2.400000
GNAT3	GNB3,GNAT3,GNB3,3.750000
LCK	PIK3R3,LCK,PIK3R3,3.437890
VHL	HIF1A,VHL,HIF1A,1.030000
GNB3	GNA11,GNB3,GNA11,2.350000
HIST1H2AD	HIST1H2BD,HIST1H2AD,HIST1H2BD,1.010000
TGFBR1	TGFBR2,TGFBR1,TGFBR2,1.630000
UBE2E2	HERC5,UBE2E2,HERC5,1.730000
LILRA1	HLA-B,LILRA1,HLA-B,3.130000
HP	HBB,HP,HBB,4.220000
GNAT3	ADRA2A,GNAT3,ADRA2A,1.730000
RPL27	RPL30,RPL27,RPL30,1.210000
CD8A	HLA-G,CD8A,HLA-G,2.080000
RHOA	PKN1,RHOA,PKN1,1.430000
RHOA	PKN2,RHOA,PKN2,5.447490
CDKN2C	CDK6,CDKN2C,CDK6,2.520000
LILRA1	HLA-C,LILRA1,HLA-C,3.130000
YWHAE	YWHAH,YWHAE,YWHAH,1.360000
HLA-DRA	HLA-DRB1,HLA-DRA,HLA-DRB1,2.800000
UBC	VPS36,UBC,VPS36,3.376720
KRT73	KRT12,KRT73,KRT12,2.510000
HIST1H2BD	H2AFV,HIST1H2BD,H2AFV,3.315770
ELOC	ASB1,ELOC,ASB1,1.590000
UCHL3	RPS27A,UCHL3,RPS27A,1.430000
UBA52	SNX18,UBA52,SNX18,7.230000
RGS10	GNAI2,RGS10,GNAI2,2.400000
CENPA	HIST2H2AC,CENPA,HIST2H2AC,1.860000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
SKI	SMAD3,SKI,SMAD3,1.180000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
FGF19	FGFR4,FGF19,FGFR4,1.240000
UCHL3	UBA52,UCHL3,UBA52,7.230000
VWF	GP1BA,VWF,GP1BA,1.020000
PARK2	UBE2E1,PARK2,UBE2E1,3.020000
EIF4A3	MAGOH,EIF4A3,MAGOH,4.240000
MAPK1	MAP2K2,MAPK1,MAP2K2,3.930000
CD28	CD80,CD28,CD80,1.600000
RHOA	ROCK1,RHOA,ROCK1,3.170000
GNAI3	C5AR1,GNAI3,C5AR1,2.420000
HIST1H2BI	HIST1H2AC,HIST1H2BI,HIST1H2AC,3.546960
UBB	UBE2D2,UBB,UBE2D2,3.770000
NEDD4L	UBE2D4,NEDD4L,UBE2D4,2.540000
FGFR4	FGF9,FGFR4,FGF9,1.410000
ULK1	PRKAB1,ULK1,PRKAB1,3.110000
PPP2R1B	PPP2CB,PPP2R1B,PPP2CB,1.040000
ITCH	UBE2E2,ITCH,UBE2E2,1.730000
YWHAB	SFN,YWHAB,SFN,3.748820
CUL3	KLHL21,CUL3,KLHL21,2.120000
HLA-A	LILRA2,HLA-A,LILRA2,1.710000
RHOA	MYO9B,RHOA,MYO9B,5.268680
UBB	HERC3,UBB,HERC3,1.010000
GNAT1	GNB1,GNAT1,GNB1,3.720000
SMAD4	SMAD2,SMAD4,SMAD2,1.320000
SMAD4	SMAD1,SMAD4,SMAD1,1.320000
RAC1	ARHGEF2,RAC1,ARHGEF2,3.698820
KRT18	KRT74,KRT18,KRT74,1.180000
HIST2H2AC	HIST1H2BM,HIST2H2AC,HIST1H2BM,2.423030
HIST2H2AC	HIST1H2AJ,HIST2H2AC,HIST1H2AJ,2.423030
NLGN3	NRXN3,NLGN3,NRXN3,2.809340
HIST2H2AC	HIST1H2BN,HIST2H2AC,HIST1H2BN,2.423030
ARHGEF11	RHOC,ARHGEF11,RHOC,3.753460
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
GNAT1	GNB2,GNAT1,GNB2,3.160000
AP2S1	AP2M1,AP2S1,AP2M1,2.400000
ELOC	ELOB,ELOC,ELOB,1.740000
KRT71	KRT12,KRT71,KRT12,1.770000
BCL9	CTNNB1,BCL9,CTNNB1,1.270000
KRT17	KRT72,KRT17,KRT72,2.930000
H2AFZ	HIST1H2BD,H2AFZ,HIST1H2BD,2.820000
NCK1	GRB2,NCK1,GRB2,2.320000
CNTFR	IL6ST,CNTFR,IL6ST,2.390000
HLA-DPA1	HLA-DRB1,HLA-DPA1,HLA-DRB1,1.780000
UBB	PACSIN1,UBB,PACSIN1,4.190000
JAK2	PTPN1,JAK2,PTPN1,3.250000
BIRC3	BIRC2,BIRC3,BIRC2,2.577510
HIST2H2AC	HIST1H2BL,HIST2H2AC,HIST1H2BL,2.423030
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
SNRNP200	EIF4A3,SNRNP200,EIF4A3,2.210000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
CUL3	KLHL11,CUL3,KLHL11,2.120000
LYN	MAPK3,LYN,MAPK3,2.905930
KRT81	KRT25,KRT81,KRT25,2.060000
HGS	UBB,HGS,UBB,4.190000
GNA13	ARHGEF12,GNA13,ARHGEF12,1.430000
HGS	UBC,HGS,UBC,3.376720
KLHL9	KLHL13,KLHL9,KLHL13,3.100000
UBB	UBE2I,UBB,UBE2I,2.920000
PAK3	PAK1,PAK3,PAK1,2.820000
KRAS	BRAF,KRAS,BRAF,4.451890
CD8A	HLA-B,CD8A,HLA-B,1.880000
NRG2	ERBB3,NRG2,ERBB3,3.350000
KRT81	KRT28,KRT81,KRT28,1.300000
JAK1	JAK3,JAK1,JAK3,2.170000
LILRA1	HLA-B,LILRA1,HLA-B,3.130000
UBE2M	UBA3,UBE2M,UBA3,1.970000
KRT40	KRT84,KRT40,KRT84,2.240000
C3	CFI,C3,CFI,1.960000
GNAI2	ADRA2A,GNAI2,ADRA2A,2.090000
C2	C4A,C2,C4A,1.390000
HLA-B	B2M,HLA-B,B2M,3.657490
HRAS	RASA1,HRAS,RASA1,1.490000
C2	C4B_2,C2,C4B_2,1.390000
CDK9	CDK12,CDK9,CDK12,3.870000
JUP	CDH18,JUP,CDH18,1.620000
VHL	ELOC,VHL,ELOC,1.590000
ARHGAP10	RHOC,ARHGAP10,RHOC,8.454330
RPS27A	USP7,RPS27A,USP7,1.770000
GABARAP	ATG7,GABARAP,ATG7,2.530000
HLA-B	B2M,HLA-B,B2M,3.657490
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
CALM2	SCN2A,CALM2,SCN2A,5.290760
CUL3	KLHL9,CUL3,KLHL9,2.370000
RAB5C	RABGEF1,RAB5C,RABGEF1,5.278370
KDM5C	HIST1H3E,KDM5C,HIST1H3E,3.980000
TEAD1	WWTR1,TEAD1,WWTR1,2.360000
TUBA3E	TUBB2B,TUBA3E,TUBB2B,4.330000
F2R	GNAQ,F2R,GNAQ,3.355820
HIST2H2AC	HIST2H3C,HIST2H2AC,HIST2H3C,1.540000
GNB1	GNG8,GNB1,GNG8,2.080000
RPS27A	UIMC1,RPS27A,UIMC1,1.130000
HLA-DRA	HLA-DRB1,HLA-DRA,HLA-DRB1,2.800000
KDM1A	HIST1H3E,KDM1A,HIST1H3E,2.830000
CHUK	IKBKG,CHUK,IKBKG,1.420000
LYN	SYK,LYN,SYK,4.650000
KLHL13	KLHL21,KLHL13,KLHL21,3.100000
EFNA3	EPHA4,EFNA3,EPHA4,1.530000
TLR5	MYD88,TLR5,MYD88,1.110000
HIST1H2BO	HIST2H2AC,HIST1H2BO,HIST2H2AC,2.423030
RPLP1	RPLP2,RPLP1,RPLP2,1.840000
PAK1	MYLK,PAK1,MYLK,1.860000
HIST1H2BO	H2AFJ,HIST1H2BO,H2AFJ,2.743030
KRT15	KRT71,KRT15,KRT71,1.250000
STAM2	UBA52,STAM2,UBA52,7.230000
CUL3	KLHL5,CUL3,KLHL5,2.120000
PLCG1	SYK,PLCG1,SYK,3.350000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
RHOC	ARHGDIG,RHOC,ARHGDIG,3.753460
ERCC1	ERCC4,ERCC1,ERCC4,1.460000
HIST1H2BK	HIST1H2AJ,HIST1H2BK,HIST1H2AJ,1.770000
COL2A1	COL11A1,COL2A1,COL11A1,1.510000
HLA-C	KIR2DL3,HLA-C,KIR2DL3,6.240000
STAM2	RPS27A,STAM2,RPS27A,4.180000
CIT	RHOB,CIT,RHOB,2.130000
PPL	EVPL,PPL,EVPL,1.340000
YWHAB	YWHAE,YWHAB,YWHAE,2.000000
EFNA3	EPHA5,EFNA3,EPHA5,1.530000
ADCY5	ADCY4,ADCY5,ADCY4,2.220000
ARHGEF9	CDC42,ARHGEF9,CDC42,1.100000
VHL	ELOB,VHL,ELOB,1.230000
MYL9	MYH11,MYL9,MYH11,5.174840
SHH	CDON,SHH,CDON,1.920000
GNAQ	PLCB3,GNAQ,PLCB3,2.280000
GRIA1	GRIN1,GRIA1,GRIN1,2.880000
DLL1	NOTCH2,DLL1,NOTCH2,2.204530
TRIO	RHOC,TRIO,RHOC,1.140000
ATG7	MAP1LC3C,ATG7,MAP1LC3C,2.530000
TUBB6	TUBA4B,TUBB6,TUBA4B,4.590000
SNAP23	VAMP7,SNAP23,VAMP7,1.680000
REN	AGT,REN,AGT,2.101030
UBA52	SH3GL3,UBA52,SH3GL3,7.230000
UBA52	SH3GL2,UBA52,SH3GL2,7.230000
UBC	HERC5,UBC,HERC5,1.100000
UBA52	SH3GL1,UBA52,SH3GL1,5.260000
C1QB	C1QC,C1QB,C1QC,1.540000
POLR2C	POLR2L,POLR2C,POLR2L,1.960000
F2	FGA,F2,FGA,4.244420
EIF2S1	EIF2S3,EIF2S1,EIF2S3,4.626700
USP1	UBC,USP1,UBC,3.473600
USP1	UBB,USP1,UBB,1.250000
HLA-DQA1	HLA-DRB1,HLA-DQA1,HLA-DRB1,2.997910
RAB6A	GCC2,RAB6A,GCC2,3.750000
COL4A2	COL4A3,COL4A2,COL4A3,2.972350
UBE2L6	PARK2,UBE2L6,PARK2,3.020000
GNAQ	PLCB1,GNAQ,PLCB1,2.280000
NRAS	ARAF,NRAS,ARAF,2.812490
NDC80	NUF2,NDC80,NUF2,1.430000
CD8A	HLA-B,CD8A,HLA-B,1.880000
VEGFD	KDR,VEGFD,KDR,2.502690
CHM	RAB41,CHM,RAB41,5.560000
PCNA	POLD3,PCNA,POLD3,2.030000
CD8A	HLA-B,CD8A,HLA-B,1.880000
COL5A1	COL5A3,COL5A1,COL5A3,1.980000
IL22RA1	IL22,IL22RA1,IL22,2.620000
HLA-B	B2M,HLA-B,B2M,3.657490
RPS17	RPSA,RPS17,RPSA,1.140000
F2	FGG,F2,FGG,5.064290
HLA-A	B2M,HLA-A,B2M,3.657490
RAF1	SRC,RAF1,SRC,4.750000
UBB	UBE2E2,UBB,UBE2E2,3.770000
UBC	SMURF1,UBC,SMURF1,4.469840
UBE2L6	HACE1,UBE2L6,HACE1,1.570000
F2R	GNA12,F2R,GNA12,3.355820
CD47	SIRPG,CD47,SIRPG,3.108800
PTPN6	SYK,PTPN6,SYK,1.620000
GNAT2	GNAI1,GNAT2,GNAI1,1.940000
SYK	BTK,SYK,BTK,1.910000
UBA52	UBE2S,UBA52,UBE2S,2.330000
VAV1	PLCG1,VAV1,PLCG1,4.340000
KRT14	KRT81,KRT14,KRT81,1.300000
GNAS	GNB4,GNAS,GNB4,4.289340
C5	C8B,C5,C8B,1.360000
RHOA	DAAM1,RHOA,DAAM1,4.630000
HIST2H2AC	HIST3H2BB,HIST2H2AC,HIST3H2BB,2.423030
CD8A	HLA-B,CD8A,HLA-B,1.880000
STAM2	UBC,STAM2,UBC,4.180000
MAPK3	PTPN11,MAPK3,PTPN11,3.310000
SKP1	FBXW2,SKP1,FBXW2,2.460000
CCNK	CDK9,CCNK,CDK9,2.680000
TEK	ANGPT1,TEK,ANGPT1,3.840000
STAM2	UBB,STAM2,UBB,4.180000
PDHX	PDK4,PDHX,PDK4,1.790000
SKP1	FBXO4,SKP1,FBXO4,1.900000
GNB3	GNAS,GNB3,GNAS,2.200000
UBE2L6	STUB1,UBE2L6,STUB1,2.280000
RANBP2	SUMO3,RANBP2,SUMO3,1.790000
LTA	TNFRSF1A,LTA,TNFRSF1A,2.510000
HLA-DQA1	HLA-DRB1,HLA-DQA1,HLA-DRB1,1.640000
GNB3	GNAI1,GNB3,GNAI1,1.290000
UBC	RAD23B,UBC,RAD23B,4.223400
HIST1H2BK	H2AFJ,HIST1H2BK,H2AFJ,1.770000
CAPN1	CAST,CAPN1,CAST,1.810000
GNB2	GNG8,GNB2,GNG8,1.850000
RAF1	FYN,RAF1,FYN,4.750000
HIST1H2BB	H2AFJ,HIST1H2BB,H2AFJ,2.743030
UBC	UBE2D1,UBC,UBE2D1,1.430000
ATG7	GABARAPL3,ATG7,GABARAPL3,2.530000
KRT33B	KRT81,KRT33B,KRT81,1.300000
CTNNB1	BTRC,CTNNB1,BTRC,2.740000
RAF1	MAPK1,RAF1,MAPK1,1.510000
MAGOH	TRA2B,MAGOH,TRA2B,3.470200
KRT86	KRT15,KRT86,KRT15,1.390000
KRT81	KRT40,KRT81,KRT40,1.300000
HIST1H2BO	HIST1H2AJ,HIST1H2BO,HIST1H2AJ,1.070000
FGFR3	FGF9,FGFR3,FGF9,1.530000
TNFSF15	TNFRSF25,TNFSF15,TNFRSF25,3.130000
IQGAP1	RAC1,IQGAP1,RAC1,2.510000
B2M	HLA-C,B2M,HLA-C,3.657490
LILRA1	HLA-G,LILRA1,HLA-G,3.130000
CFD	CFB,CFD,CFB,3.540000
MAP2K1	KSR2,MAP2K1,KSR2,3.019150
MCF2L	RAC1,MCF2L,RAC1,3.698820
B2M	HLA-B,B2M,HLA-B,3.657490
HDAC3	NCOR2,HDAC3,NCOR2,1.160000
NEDD4	UBE2L3,NEDD4,UBE2L3,3.660000
VEGFD	FLT4,VEGFD,FLT4,2.502690
TUBA4A	TUBB4B,TUBA4A,TUBB4B,1.730000
RRAGB	RRAGC,RRAGB,RRAGC,1.980000
CD8A	HLA-C,CD8A,HLA-C,1.880000
FANCM	APITD1,FANCM,APITD1,1.870000
CUL3	KEAP1,CUL3,KEAP1,2.740000
KRAS	RALGDS,KRAS,RALGDS,3.110000
CACNB3	CACNA1C,CACNB3,CACNA1C,1.960000
B2M	HLA-C,B2M,HLA-C,3.657490
MAPK1	DUSP16,MAPK1,DUSP16,5.098990
XIAP	DIABLO,XIAP,DIABLO,1.350000
AKT1	TRIB3,AKT1,TRIB3,2.110000
HLA-B	B2M,HLA-B,B2M,3.657490
UBA52	HERC6,UBA52,HERC6,6.190000
RPS5	RPS16,RPS5,RPS16,2.631020
TUBAL3	TUBB3,TUBAL3,TUBB3,2.080000
HLA-DQB2	HLA-DPA1,HLA-DQB2,HLA-DPA1,1.780000
GRIA3	GRIA4,GRIA3,GRIA4,1.810000
PHLPP1	AKT2,PHLPP1,AKT2,3.756120
HIST1H2BK	HIST2H2AC,HIST1H2BK,HIST2H2AC,1.770000
XIAP	TAB1,XIAP,TAB1,1.960000
KRT6A	KRT15,KRT6A,KRT15,3.130000
SUMO1	TDG,SUMO1,TDG,4.310000
CUL3	RNF7,CUL3,RNF7,1.860000
PAK1	PAK2,PAK1,PAK2,1.840000
MMP2	TIMP2,MMP2,TIMP2,1.190000
CDK4	CDKN1C,CDK4,CDKN1C,5.512860
GNAI3	CXCR5,GNAI3,CXCR5,1.920000
PDCD1	CD274,PDCD1,CD274,1.700000
CD8A	HLA-A,CD8A,HLA-A,1.880000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
EP300	IRF7,EP300,IRF7,1.420000
HIST1H2BK	HIST2H2AA4,HIST1H2BK,HIST2H2AA4,1.770000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
ACTR2	ACTG1,ACTR2,ACTG1,2.880000
HIST1H2BD	HIST1H2AJ,HIST1H2BD,HIST1H2AJ,2.820000
HLA-C	LILRA2,HLA-C,LILRA2,1.710000
U2AF2	SRSF6,U2AF2,SRSF6,1.220000
SPC24	SPC25,SPC24,SPC25,1.120000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
HLA-DMA	HLA-DRB1,HLA-DMA,HLA-DRB1,1.480000
IL13	IL13RA1,IL13,IL13RA1,1.110000
U2AF2	SRSF5,U2AF2,SRSF5,2.630530
CD8A	HLA-C,CD8A,HLA-C,1.880000
UBC	UBE3A,UBC,UBE3A,1.440000
NLGN4X	NRXN1,NLGN4X,NRXN1,3.409900
UBB	UBE2V2,UBB,UBE2V2,3.770000
LILRA1	HLA-B,LILRA1,HLA-B,3.130000
CNTFR	LIFR,CNTFR,LIFR,1.540000
NUP62	NUP54,NUP62,NUP54,1.330000
UBB	ITSN1,UBB,ITSN1,1.780000
ITGB3	TLN1,ITGB3,TLN1,1.150000
CASK	PPFIA2,CASK,PPFIA2,1.240000
EGFR	HBEGF,EGFR,HBEGF,1.960000
HLA-C	LILRB2,HLA-C,LILRB2,3.419390
SRSF5	ELAVL1,SRSF5,ELAVL1,1.980000
AP2A2	AMPH,AP2A2,AMPH,3.190000
CHM	RAB5B,CHM,RAB5B,2.640000
NCAN	TNC,NCAN,TNC,2.444420
USP1	UBA52,USP1,UBA52,1.250000
UBE2N	STUB1,UBE2N,STUB1,1.580000
MYH9	ACTB,MYH9,ACTB,2.760000
H3F3A	HIST1H2AC,H3F3A,HIST1H2AC,1.500000
NLGN2	NRXN1,NLGN2,NRXN1,2.559930
MTNR1A	GNAI1,MTNR1A,GNAI1,1.960000
CDC20	FBXW11,CDC20,FBXW11,1.660000
RGS20	GNAI3,RGS20,GNAI3,2.000000
TRAF2	BIRC2,TRAF2,BIRC2,3.134900
UBC	PCNA,UBC,PCNA,3.376720
HRAS	NF1,HRAS,NF1,2.794350
KRT33B	KRT84,KRT33B,KRT84,1.510000
ERBB3	PIK3R1,ERBB3,PIK3R1,3.510000
BRAF	RAP1B,BRAF,RAP1B,3.598800
PLCG2	GRB2,PLCG2,GRB2,3.620000
MAPK1	PTPN11,MAPK1,PTPN11,1.910000
SKP1	FBXL12,SKP1,FBXL12,2.460000
IFNA2	IFNAR2,IFNA2,IFNAR2,1.290000
PLCG2	BTK,PLCG2,BTK,1.910000
GNB2	GNG12,GNB2,GNG12,1.850000
RET	PLCG1,RET,PLCG1,2.900000
PLEKHG5	RHOC,PLEKHG5,RHOC,3.753460
UBA52	UCHL5,UBA52,UCHL5,7.230000
RGS5	GNAI1,RGS5,GNAI1,2.200000
KRT14	KRT84,KRT14,KRT84,3.650000
KRT36	KRT5,KRT36,KRT5,1.660000
FGF1	FGFR3,FGF1,FGFR3,1.730000
UBA52	ARHGEF7,UBA52,ARHGEF7,7.230000
UBE2G1	ITCH,UBE2G1,ITCH,1.690000
KDM6A	HIST1H3E,KDM6A,HIST1H3E,2.240000
NCOA2	NCOA3,NCOA2,NCOA3,2.380000
USP1	RPS27A,USP1,RPS27A,1.250000
H2AFZ	H3F3A,H2AFZ,H3F3A,1.500000
B2M	HLA-B,B2M,HLA-B,3.657490
HLA-DRA	HLA-DMA,HLA-DRA,HLA-DMA,1.120000
FGF10	FGFR2,FGF10,FGFR2,1.140000
HLA-DRA	HLA-DMB,HLA-DRA,HLA-DMB,2.240000
PIK3R1	SYK,PIK3R1,SYK,2.090000
HLA-DRA	HLA-DRB1,HLA-DRA,HLA-DRB1,2.800000
HLA-A	LILRA2,HLA-A,LILRA2,1.710000
HLA-C	LILRA2,HLA-C,LILRA2,1.710000
HIST2H2AC	H2AFJ,HIST2H2AC,H2AFJ,2.423030
UBE2K	UBA52,UBE2K,UBA52,7.230000
MYO9A	CDC42,MYO9A,CDC42,1.130000
YES1	EPHA5,YES1,EPHA5,3.450000
HRAS	SOS1,HRAS,SOS1,1.290000
NRAS	RALGDS,NRAS,RALGDS,3.110000
HSPA2	BAG1,HSPA2,BAG1,2.670000
GNAT1	GNB4,GNAT1,GNB4,4.950000
GNAT3	RGS20,GNAT3,RGS20,3.810540
MASP2	C4B_2,MASP2,C4B_2,2.773420
MASP2	C4A,MASP2,C4A,1.230000
KRT85	KRT25,KRT85,KRT25,3.160000
MTNR1B	GNAI1,MTNR1B,GNAI1,2.320000
LCK	ZAP70,LCK,ZAP70,7.255820
UBE2D2	HERC5,UBE2D2,HERC5,1.640000
SF3B1	SNRPA,SF3B1,SNRPA,2.930000
RBMX	MAGOH,RBMX,MAGOH,5.600200
DLL1	NOTCH3,DLL1,NOTCH3,2.204530
CREBBP	CITED1,CREBBP,CITED1,2.790000
CREBBP	CITED2,CREBBP,CITED2,1.420000
KRT85	KRT28,KRT85,KRT28,3.160000
SMAD9	SMAD4,SMAD9,SMAD4,1.890000
POLR2B	POLR2I,POLR2B,POLR2I,3.140000
HIST2H4B	RBBP4,HIST2H4B,RBBP4,3.650750
LCK	SYK,LCK,SYK,3.520000
PTPN1	TYK2,PTPN1,TYK2,3.200000
GNA13	ARHGEF1,GNA13,ARHGEF1,1.430000
GNGT1	GNB4,GNGT1,GNB4,1.460000
PDGFRB	SRC,PDGFRB,SRC,2.800000
CDH1	CTNNB1,CDH1,CTNNB1,1.260000
RCC1	RAN,RCC1,RAN,2.070000
RAF1	YWHAB,RAF1,YWHAB,1.440000
BCL2	BMF,BCL2,BMF,2.250000
H3F3A	H2AFJ,H3F3A,H2AFJ,1.500000
UNC13B	RIMS1,UNC13B,RIMS1,1.600000
HLA-DRA	HLA-DRB3,HLA-DRA,HLA-DRB3,2.800000
UBC	HERC6,UBC,HERC6,3.473600
AKT1	CDKN1B,AKT1,CDKN1B,3.860000
KRT81	KRT31,KRT81,KRT31,1.300000
RPS27A	UBE3B,RPS27A,UBE3B,2.330000
NRXN1	NLGN4Y,NRXN1,NLGN4Y,2.559930
YWHAG	YWHAZ,YWHAG,YWHAZ,4.388800
SUMO1	SENP1,SUMO1,SENP1,2.460000
CDKN1A	CDK6,CDKN1A,CDK6,4.080000
GNA11	PLCB3,GNA11,PLCB3,1.390000
UBB	USP10,UBB,USP10,2.660000
MFN2	MFN1,MFN2,MFN1,2.390000
YES1	EPHA4,YES1,EPHA4,3.450000
TCRA	HLA-A,TCRA,HLA-A,2.640000
LCK	CD3E,LCK,CD3E,3.740000
VAV1	RHOA,VAV1,RHOA,3.350000
EDNRA	GNA11,EDNRA,GNA11,2.960000
PAK1	MAP3K1,PAK1,MAP3K1,3.715430
EDNRB	GNA11,EDNRB,GNA11,2.480000
LILRA1	HLA-B,LILRA1,HLA-B,3.130000
CDKN1B	CDK6,CDKN1B,CDK6,3.860000
RANGAP1	UBE2I,RANGAP1,UBE2I,1.710000
TUBA3E	TUBB6,TUBA3E,TUBB6,4.330000
SMAD9	SKI,SMAD9,SKI,1.920000
UBE2C	UBA52,UBE2C,UBA52,7.230000
NFKBIB	IKBKG,NFKBIB,IKBKG,3.270000
PPP2CA	PPP2R5D,PPP2CA,PPP2R5D,3.040000
HLA-B	B2M,HLA-B,B2M,3.657490
UBC	UBA1,UBC,UBA1,2.160000
ACTR3	ACTG1,ACTR3,ACTG1,3.740000
UBA1	UBA52,UBA1,UBA52,2.160000
UBB	RPS27A,UBB,RPS27A,4.190000
UBA52	UBE2E3,UBA52,UBE2E3,7.230000
UBA1	RPS27A,UBA1,RPS27A,2.160000
CHN2	RAC1,CHN2,RAC1,4.054650
EME1	MUS81,EME1,MUS81,1.130000
ARF1	CYTH2,ARF1,CYTH2,2.996620
PAK2	GIT1,PAK2,GIT1,4.060000
MYL9	MYL6,MYL9,MYL6,1.010000
ARHGEF9	RAC1,ARHGEF9,RAC1,2.500000
LILRB2	HLA-C,LILRB2,HLA-C,1.680000
UBC	UBE2G2,UBC,UBE2G2,3.376720
HIST1H2BA	H2AFJ,HIST1H2BA,H2AFJ,2.743030
HIST1H2BB	HIST2H2AC,HIST1H2BB,HIST2H2AC,2.423030
VAMP7	STX4,VAMP7,STX4,1.450000
RP2	ARL3,RP2,ARL3,2.407510
ACTN2	CAMK2A,ACTN2,CAMK2A,4.243300
RAC1	RALBP1,RAC1,RALBP1,4.054650
CCNA2	CDK7,CCNA2,CDK7,1.740000
PLXNB1	RHOC,PLXNB1,RHOC,3.753460
HLA-B	B2M,HLA-B,B2M,3.657490
H3F3A	HIST2H2AC,H3F3A,HIST2H2AC,1.500000
AKT2	TRIB3,AKT2,TRIB3,3.756120
UBC	CUL4B,UBC,CUL4B,3.376720
SRC	PTPN1,SRC,PTPN1,3.200000
HLA-A	B2M,HLA-A,B2M,3.657490
RXRA	NCOA1,RXRA,NCOA1,3.095250
HIST1H2BB	H2AFV,HIST1H2BB,H2AFV,3.315770
ISG15	USP41,ISG15,USP41,2.200000
SFN	YWHAG,SFN,YWHAG,3.748820
UBC	UCHL5,UBC,UCHL5,3.376720
UBC	CUL4A,UBC,CUL4A,3.376720
RAC1	ARHGAP17,RAC1,ARHGAP17,4.054650
UBC	CUL1,UBC,CUL1,3.376720
UBC	CUL3,UBC,CUL3,3.376720
UBC	CUL2,UBC,CUL2,2.710000
ITGAL	ICAM3,ITGAL,ICAM3,1.210000
SHH	HHIP,SHH,HHIP,1.420000
HIST2H2AC	HIST1H2BA,HIST2H2AC,HIST1H2BA,2.423030
EIF2S2	EIF2S3,EIF2S2,EIF2S3,1.100000
